,title,hours,videos,exercises,participants,xp,clean,descriptions,tracks,instructors,datasets,prereqs,link,topic,tech
260,String Manipulation in R with stringr,4,17,60,"14,783","5,850",String Manipulation in R stringr,"String Manipulation in R with stringr
Character strings can turn up in all stages of a data science project. You might have to clean messy string input before analysis, extract data that is embedded in text or automatically turn numeric results into a sentence to include in a report. Perhaps the strings themselves are the data of interest, and you need to detect and match patterns within them. This course will help you master these tasks by teaching you how to pull strings apart, put them back together and use stringr to detect, extract, match and split strings using regular expressions, a powerful way to express patterns.
You'll start with some basics: how to enter strings in R, how to control how numbers are transformed to strings, and finally how to combine strings together to produce output that combines text and nicely formatted numbers.
Time to meet stringr! You'll start by learning about some stringr functions that are very similar to some base R functions, then how to detect specific patterns in strings, how to split strings apart and how to find and replace parts of strings.
In this chapter you'll learn about regular expressions, a language for describing patterns in strings.  By combining regular expressions with the stringr functions you'll greatly increase your power to manipulate strings.
Now for two advanced ways to use regular expressions along with stringr: selecting parts of a match (a.k.a capturing) and referring back to parts of a match (a.k.a back-referencing).  You'll also learn to deal with and strings or patterns that contain Unicode characters (e.g. é).
Practice your string manipulation skills on a couple of case studies.  You'll also learn a few new skills, reading strings into R and handling problems of case (e.g. A versus a).","['R Programmer', 'Text Mining with R']","['Charlotte Wickham', 'Tom Jeon', 'Richie Cotton']","[('DNA sequences from the genome of Yersinia pestis', 'https://assets.datacamp.com/production/course_2922/datasets/dna.rds'), ('Narratives', 'https://assets.datacamp.com/production/course_2922/datasets/narratives.rds'), ('Adverbs', 'https://assets.datacamp.com/production/course_2922/datasets/adverbs.rds'), ('Importance of being earnest', 'https://assets.datacamp.com/production/course_2922/datasets/importance-of-being-earnest.txt'), ('Cat-related accidents', 'https://assets.datacamp.com/production/course_2922/datasets/catcidents.rds')]","['Introduction to R', 'Intermediate R']",https://www.datacamp.com/courses/string-manipulation-in-r-with-stringr,Programming,R
261,Structural Equation Modeling with lavaan in R,4,14,45,"2,575","3,750",Structural Equation Modeling lavaan in R,"Structural Equation Modeling with lavaan in R
When working with data, we often want to create models to predict future events, but we also want an even deeper understanding of how our data is connected or structured. In this course, you will explore the connectedness of data using using structural equation modeling (SEM) with the R programming language using the lavaan package. SEM will introduce you to latent and manifest variables and how to create measurement models, assess measurement model accuracy, and fix poor fitting models. During the course, you will explore classic SEM datasets, such as the Holzinger and Swineford (1939) and Bollen (1989) datasets. You will also work through a multi-factor model case study using the Wechsler Adult Intelligence Scale. Following this course, you will be able to dive into your data and gain a much deeper understanding of how it all fits together.
In this chapter, you will dive into creating your first structural equation model with lavaan. You will learn important terminology, how to build, and run models. You will create a one-factor model of mental test abilities using the classic Holzinger and Swineford (1939) dataset.
In this chapter, you will expand your skills in lavaan to creating multi-factor models. We will improve the one-factor models from the last chapter by creating multiple latent variables in the classic Holzinger and Swineford (1939) dataset.
Structural equation models do not always run smoothly, and in this chapter, you will learn how to troubleshoot Heywood cases which are common errors. You will also learn how to diagram your model in R using the semPlot library.
This chapter examines the WAIS-III IQ Scale and its structural properties. You will use your skills from the first three chapters to create various models of the WAIS-III, troubleshoot errors in those models, and create diagrams of the final model.",[],"['Erin Buchanan', 'Chester Ismay', 'Becca Robins']","[('WAIS-III IQ Data for Hierarchical Model', 'https://assets.datacamp.com/production/repositories/1919/datasets/99d3c2592e5c972ab296cc6bd2aab772db3bb185/IQdata.csv'), ('Latent Variable Heywood Case Data', 'https://assets.datacamp.com/production/repositories/1919/datasets/c32b24e60af98f4ca20ff1efa1b43a05a4875458/badlatentdata.csv'), ('Negative Variance Heywood Case Data', 'https://assets.datacamp.com/production/repositories/1919/datasets/40fc47bf4b5895247a6c764c72403f414e607378/badvardata.csv')]","['Correlation and Regression', 'Multiple and Logistic Regression']",https://www.datacamp.com/courses/structural-equation-modeling-with-lavaan-in-r,Probability & Statistics,R
262,Supervised Learning in R: Case Studies,4,14,56,"3,039","4,400",Supervised Learning in R: Case Studies,"Supervised Learning in R: Case Studies
Predictive modeling, or supervised machine learning, is a powerful tool for using data to make predictions about the world around us. Once you understand the basic ideas of supervised machine learning, the next step is to practice your skills so you know how to apply these techniques wisely and appropriately. In this course, you will work through four case studies using data from the real world; you will gain experience in exploratory data analysis, preparing data so it is ready for predictive modeling, training supervised machine learning models, and evaluating those models.
In this first case study, you will predict fuel efficiency from a US Department of Energy data set for real cars of today.
Stack Overflow is the world's largest online community for developers, and you have probably used it to find an answer to a programming question. The second chapter uses data from the annual Stack Overflow Developer Survey to practice predictive modeling and find which developers are more likely to work remotely.
In the third case study, you will use data on attitudes and beliefs in the United States to predict voter turnout. You will apply your skills in dealing with imbalanced data and explore more resampling options.
The last case study uses an extensive survey of Catholic nuns fielded in 1967 to once more put your practical machine learning skills to use. You will predict the age of these religious women from their responses about their beliefs and attitudes.",[],"['DataCamp Content Creator', 'Chester Ismay', 'Sumedh Panchadhar']","[('Fuel efficiency of real cars (2018)', 'https://assets.datacamp.com/production/repositories/1918/datasets/a09cc1064f9f211821249efd5f1af986e20226ee/cars2018.csv'), ('Annual Stack Overflow Developer Survey (2017)', 'https://assets.datacamp.com/production/repositories/1918/datasets/b0349d1581fdc6a19d75acfcc8d79ab308bb6f98/stackoverflow.csv'), ('Survey responses of voters (2016 US Presidential elections)', 'https://assets.datacamp.com/production/repositories/1918/datasets/c4e0dde25eece582cfc0cb0b97f191c85769da48/voters.csv'), ('Survey responses of Catholic sisters (1967)', 'https://assets.datacamp.com/production/repositories/1918/datasets/d866dd23119cdc0486a9dd70ce7bc65bc1b91cb2/sisters.csv')]","['Supervised Learning in R: Regression', 'Supervised Learning in R: Classification', 'Machine Learning Toolbox', 'Introduction to the Tidyverse']",https://www.datacamp.com/courses/supervised-learning-in-r-case-studies,Machine Learning,R
263,Supervised Learning in R: Classification,4,14,55,"32,495","3,950",Supervised Learning in R: Classification,"Supervised Learning in R: Classification
This beginner-level introduction to machine learning covers four of the most common classification algorithms. You will come away with a basic understanding of how each algorithm approaches a learning task, as well as learn the R functions needed to apply these tools to your own work.
As the kNN algorithm literally ""learns by example"" it is a case in point for starting to understand supervised machine learning. This chapter will introduce classification while working through the application of kNN to self-driving vehicle road sign recognition.
Naive Bayes uses principles from the field of statistics to make predictions. This chapter will introduce the basics of Bayesian methods while exploring how to apply these techniques to iPhone-like destination suggestions.
Logistic regression involves fitting a curve to numeric data to make predictions about binary events. Arguably one of the most widely used machine learning methods, this chapter will provide an overview of the technique while illustrating how to apply it to fundraising data.
Classification trees use flowchart-like structures to make decisions. Because humans can readily understand these tree structures, classification trees are useful when transparency is needed, such as in loan approval. We'll use the Lending Club dataset to simulate this scenario.",['Machine Learning Fundamentals in R'],"['Brett Lantz', 'Nick Carchedi', 'Nick Solomon']","[('Lending Club loan data', 'https://assets.datacamp.com/production/repositories/718/datasets/7805fceacfb205470c0e8800d4ffc37c6944b30c/loans.csv'), ('Traffic sign image data', 'https://assets.datacamp.com/production/repositories/718/datasets/c274ea22cc3d7e12d7bb9fdc9c2bdabe9ab025f4/knn_traffic_signs.csv'), ('Donation data', 'https://assets.datacamp.com/production/repositories/718/datasets/9055dac929e4515286728a2a5dae9f25f0e4eff6/donors.csv'), (""Brett's location data"", 'https://assets.datacamp.com/production/repositories/718/datasets/571628c39048df59c40c9dcfba146a2cf7a4a0e3/locations.csv')]","['Introduction to R', 'Intermediate R']",https://www.datacamp.com/courses/supervised-learning-in-r-classification,Machine Learning,R
264,Supervised Learning in R: Regression,4,19,65,"12,751","5,300",Supervised Learning in R: Regression,"Supervised Learning in R: Regression
From a machine learning perspective, regression is the task of predicting numerical outcomes from various inputs. In this course, you'll learn about different regression models, how to train these models in R, how to evaluate the models you train and use them to make predictions.
In this chapter we introduce the concept of regression from a machine learning point of view. We will present the fundamental regression method: linear regression. We will show how to fit a linear regression model and to make predictions from the model.
Now that we have learned how to fit basic linear regression models, we will learn how to evaluate how well our models perform. We will review evaluating a model graphically, and look at two basic metrics for regression models. We will also learn how to train a model that will perform well in the wild, not just on training data. Although we will demonstrate these techniques using linear regression, all these concepts apply to models fit with any regression algorithm.
Before moving on to more sophisticated regression techniques, we will look at some other modeling issues: modeling with categorical inputs, interactions between variables, and when you might consider transforming inputs and outputs before modeling. While more sophisticated regression techniques manage some of these issues automatically, it's important to be aware of them, in order to understand which methods best handle various issues -- and which issues you must still manage yourself.
Now that we have mastered linear models, we will begin to look at techniques for modeling situations that don't meet the assumptions of linearity. This includes predicting probabilities and frequencies (values bounded between 0 and 1); predicting counts (nonnegative integer values, and associated rates); and responses that have a non-linear but additive relationship to the inputs. These algorithms are variations on the standard linear model.
In this chapter we will look at modeling algorithms that do not assume linearity or additivity, and that can learn limited types of interactions among input variables. These algorithms are *tree-based* methods that work by combining ensembles of *decision trees* that are learned from the training data.",['Machine Learning Fundamentals in R'],"['Nina Zumel', 'John Mount', 'Sascha Mayr', 'Sumedh Panchadhar']","[('Bikes', 'https://assets.datacamp.com/production/repositories/894/datasets/6feade63b6c9f866433b94752677845ed1b22914/Bikes.RData'), ('Blood Pressure', 'https://assets.datacamp.com/production/repositories/894/datasets/9210064536fb0cb88a265c748f65dfc4761b2292/bloodpressure.rds'), ('Cricket', 'https://assets.datacamp.com/production/repositories/894/datasets/a2b224940b225fc552d243287b564ca126aa71c5/cricket.rds'), ('House Prices', 'https://assets.datacamp.com/production/repositories/894/datasets/6f144237ef9d7da94b2c84aa8eccc519bae4b300/houseprice.rds'), ('Income', 'https://assets.datacamp.com/production/repositories/894/datasets/a3b41b96dcb08ad84c82ca6b45f27a36832700e5/Income.RData'), ('Mpg', 'https://assets.datacamp.com/production/repositories/894/datasets/a3ea08fe688ee3afdc142a2641a0e035b09ef9e0/Mpg.RData'), ('Soybean', 'https://assets.datacamp.com/production/repositories/894/datasets/1702e2cf57da42eb449515ec71aacba41bf3a6db/Soybean.RData'), ('Unemployment', 'https://assets.datacamp.com/production/repositories/894/datasets/e05279335f3b0e5a768f1fcd9b55d047a9f5faeb/unemployment.rds'), ('Sparrow', 'https://assets.datacamp.com/production/repositories/894/datasets/30d1dbf4d0788fdd293f8a2b4ac5614f109eb1c1/sparrow.rds')]","['Introduction to R', 'Correlation and Regression']",https://www.datacamp.com/courses/supervised-learning-in-r-regression,Machine Learning,R
265,Supervised Learning with scikit-learn,4,17,54,"113,837","4,200",Supervised Learning scikit-learn,"Supervised Learning with scikit-learn
Machine learning is the field that teaches machines and computers to learn from existing data to make predictions on new data: Will a tumor be benign or malignant? Which of your customers will take their business elsewhere? Is a particular email spam? In this course, you'll learn how to use Python to perform supervised learning, an essential component of machine learning. You'll learn how to build predictive models, tune their parameters, and determine how well they will perform with unseen data—all while using real world datasets. You'll be using scikit-learn, one of the most popular and user-friendly machine learning libraries for Python.
In this chapter, you will be introduced to classification problems and learn how to solve them using supervised learning techniques. And you’ll apply what you learn to a political dataset, where you classify the party affiliation of United States congressmen based on their voting records.
In the previous chapter, you used image and political datasets to predict binary and multiclass outcomes. But what if your problem requires a continuous outcome? Regression is best suited to solving such problems. You will learn about fundamental concepts in regression and apply them to predict the life expectancy in a given country using Gapminder data.
Having trained your model, your next task is to evaluate its performance. In this chapter, you will learn about some of the other metrics available in scikit-learn that will allow you to assess your model's performance in a more nuanced manner. Next, learn to optimize your classification and regression models using hyperparameter tuning.
This chapter introduces pipelines, and how scikit-learn allows for transformers and estimators to be chained together and used as a single unit. Preprocessing techniques will be introduced as a way to enhance model performance, and pipelines will tie together concepts from previous chapters.","['Data Scientist with Python', 'Machine Learning with Python']","['Hugo Bowne-Anderson', 'DataCamp Content Creator', 'Yashas Roy']","[('Automobile miles per gallon', 'https://assets.datacamp.com/production/repositories/628/datasets/3781d588cf7b04b1e376c7e9dda489b3e6c7465b/auto.csv'), ('Boston housing', 'https://assets.datacamp.com/production/repositories/628/datasets/021d4b9e98d0f9941e7bfc932a5787b362fafe3b/boston.csv'), ('Diabetes', 'https://assets.datacamp.com/production/repositories/628/datasets/444cdbf175d5fbf564b564bd36ac21740627a834/diabetes.csv'), ('Gapminder', 'https://assets.datacamp.com/production/repositories/628/datasets/a7e65287ebb197b1267b5042955f27502ec65f31/gm_2008_region.csv'), ('US Congressional Voting Records (1984)', 'https://assets.datacamp.com/production/repositories/628/datasets/35a8c54b79d559145bbeb5582de7a6169c703136/house-votes-84.csv'), ('White wine quality', 'https://assets.datacamp.com/production/repositories/628/datasets/2d9076606fb074c66420a36e06d7c7bc605459d4/white-wine.csv'), ('Red wine quality', 'https://assets.datacamp.com/production/repositories/628/datasets/013936d2700e2d00207ec42100d448c23692eb6f/winequality-red.csv')]","['Introduction to Python', 'Intermediate Python for Data Science', 'Statistical Thinking in Python (Part 1)']",https://www.datacamp.com/courses/supervised-learning-with-scikit-learn,Machine Learning,Python
266,Supply Chain Analytics in Python,4,16,48,"4,966","3,600",Supply Chain Analytics,"Supply Chain Analytics in Python
Supply Chain Analytics transforms supply chain activities from guessing, to ones that makes decision using data. An essential tool in Supply Chain Analytics is using optimization analysis to assist in decision making. According to Deloitte, 79% of organizations with high performing supply chains achieve revenue growth that is significantly above average. This course will introduce you to PuLP, a Linear Program optimization modeler written in Python. Using PuLP, the course will show you how to formulate and answer Supply Chain optimization questions such as where a production facility should be located, how to allocate production demand across different facilities, and more. We will explore the results of the models and their implications through sensitivity and simulation testing. This course will help you position yourself to improve the decision making of a supply chain by leveraging the power of Python and PuLP.
Linear Programming (LP) is a key technique for Supply Chain Optimization. The PuLP framework is an easy to use tool for working with LP problems and allows the programmer to focus on modeling. In this chapter we learn the basics of LP problems and start to learn how to use the PuLP framework to solve them.
In this chapter we continue to learn how to model LP and IP problems in PuLP. We touch on how to use PuLP for large scale problems. Additionally, we begin our case study example on how to solve the Capacitated Plant location model.
This chapter reviews some common mistakes made when creating constraints, and step through the process of solving the model. Once we have a solution to our LP model, how do we know if it is correct? In this chapter we also review a process for reasonableness checking or sanity checking the results. Furthermore, we continue working through our case study example on the Capacitated Plant location model by completing all the needed constraints.
In our final chapter we review sensitivity analysis of constraints through shadow prices and slack. Additionally, we look at simulation testing our LP models. These different techniques allow us to answer different business-related questions about our models, such as available capacity and incremental costs. Finally, we complete our case study exercise and focus on using sensitivity analysis and simulation testing to answer questions about our model.",[],"['Aaren Stubberfield', 'Hadrien Lacroix', 'Mari Nazary']",[],['pandas Foundations'],https://www.datacamp.com/courses/supply-chain-analytics-in-python,Machine Learning,Python
267,Support Vector Machines in R,4,13,47,"3,006","3,950",Support Vector Machines in R,"Support Vector Machines in R
This course will introduce a powerful classifier, the support vector machine (SVM) using an intuitive, visual approach. Support Vector Machines in R will help students develop an understanding of the SVM model as a classifier and gain practical experience using R’s libsvm implementation from the e1071 package. Along the way, students will gain an intuitive understanding of important concepts, such as hard and soft margins, the kernel trick, different types of kernels, and how to tune SVM parameters. Get ready to classify data with this impressive model.
This chapter introduces some key concepts of support vector machines through a simple 1-dimensional example. Students are also walked through the  creation of a linearly separable dataset that is used in the subsequent chapter.
Introduces students to the basic concepts of support vector machines by applying the svm algorithm to a dataset that is linearly separable. Key concepts are illustrated through ggplot visualisations that are built from the outputs of the algorithm and the role of the cost parameter is highlighted via a simple example.  The chapter closes with a section on how the algorithm deals with multiclass problems.
Provides an introduction to polynomial kernels via a dataset that is radially separable (i.e. has a circular decision boundary). After demonstrating the inadequacy of linear kernels for this dataset, students will see how a simple transformation renders the problem linearly separable thus motivating an intuitive discussion of the kernel trick. Students will then apply the polynomial kernel to the dataset and tune the resulting classifier.
Builds on the previous three chapters by introducing the highly flexible Radial Basis Function (RBF) kernel. Students will create a ""complex"" dataset that shows up the limitations of polynomial kernels. Then, following an intuitive motivation for the RBF kernel, students see how it addresses the shortcomings of the other kernels discussed in this course.",[],"['Kailash Awati', 'Chester Ismay', 'Becca Robins']",[],"['Introduction to R', 'Introduction to Machine Learning']",https://www.datacamp.com/courses/support-vector-machines-in-r,Machine Learning,R
268,Survey and Measurement Development in R,4,13,51,739,"4,450",Survey and Measurement Development in R,"Survey and Measurement Development in R
How can we measure something like “brand loyalty?” It’s an obvious concept of interest to marketers, but we can’t quite take a ruler to it. Instead, we can design and analyze a survey to indirectly measure such a so-called “latent construct.”
In this course, you’ll learn how to design and analyze a marketing survey to describe and even predict customers’ behavior based on how they rate items on “a scale of 1 to 5.” You’ll wrangle survey data, conduct exploratory & confirmatory factor analyses, and conduct various survey diagnostics such as checking for reliability and validity.
In this chapter we will explore the use of surveys in marketing research and the importance of reliability and validity in measurement. We will begin the scale development process and perform exploratory data analysis on freshly-collected survey data.
Now that we have cleaned and summarized our survey results, we will look for hidden patterns in the data using exploratory factor analysis. These patterns form the basis of  developing “factors” of an unobserved or latent variable. Of particular interest in this stage  of survey development is internal reliability, or whether similar items in the survey produce similar scores.
Does the data as collected agree with prior beliefs about the latent variable of interest? In this chapter, we will use confirmatory factor analysis to formally test the hypothesis that our model fits our data. We can now answer the question of construct validity, or: “are we really measuring what we are claiming to measure?”
In this chapter we will use our newly validated scale to test its relationship to demographic variables like age or spending habits. We will also confirm the reproducibility and replicability of the survey. Finally, we will explore the power of factor scores in modeling customer behavior.",[],"['George Mount', 'Chester Ismay']","[('Brand reputation survey', 'https://assets.datacamp.com/production/repositories/4494/datasets/59b5f2d717ddd647415d8c88aa40af6f89ed24df/brandrep-cleansurvey-extraitem.csv'), ('Brand quality survey', 'https://assets.datacamp.com/production/repositories/4494/datasets/f9c4329cd6efb129a70bcc357da9ec071f74dabb/brandquall11-recodedbutextraitem.csv'), ('Customer satisfaction survey', 'https://assets.datacamp.com/production/repositories/4494/datasets/e8d2b4b408bf9b463a73a86cc2c47938ea52a37f/customersatisfactionclean.csv'), ('Customer loyalty survey', 'https://assets.datacamp.com/production/repositories/4494/datasets/0bd08405d761924f47f775ea881eaeba7ca3497a/brandloyalty.csv')]","['Introduction to the Tidyverse', 'Correlation and Regression']",https://www.datacamp.com/courses/survey-and-measurement-development-in-r,Probability & Statistics,R
269,Survival Analysis in R,4,14,50,"2,992","3,650",Survival Analysis in R,"Survival Analysis in R
Do patients taking the new drug survive longer than others? How fast do people get a new job after getting unemployed? What can I do to make my friends stay on the dancefloor at my party? All these questions require the analysis of time-to-event data, for which we use special statistical methods. This course introduces basic concepts of time-to-event data analysis, also called survival analysis. Learn how to deal with time-to-event data and how to compute, visualize and interpret survivor curves as well as Weibull and Cox models.
In the first chapter, we introduce the concept of survival analysis, explain the importance of this topic, and provide a quick introduction to the theory behind survival curves. We discuss why special methods are needed when dealing with time-to-event data and introduce the concept of censoring. We also discuss how we describe the distribution of the elapsed time until an event.
In this chapter, we will look into different methods of estimating survival curves. We will discuss the Kaplan-Meier estimate and the Weibull model as tools for survival curve estimation and learn how to communicate those results through visualization.
In this chapter, we will learn how to estimate and visualize a Weibull model to learn about the effects of covariates on the time-to-event outcome.
In the last chapter, we learn how to compute and interpret Cox models to understand why they are useful and how they differ from Weibull models.",[],"['Heidi Seibold', 'Richie Cotton', 'David Campos', 'Shon Inouye']",[],['Introduction to Data'],https://www.datacamp.com/courses/survival-analysis-in-r,Probability & Statistics,R
270,Text Mining: Bag of Words,4,15,69,"31,353","5,700",Text Mining: Bag of Words,"Text Mining: Bag of Words
It is estimated that over 70% of potentially usable business information is unstructured, often in the form of text data. Text mining provides a collection of techniques that allows us to derive actionable insights from unstructured data. In this course, we explore the basics of text mining using the bag of words method. The first three chapters introduce a variety of essential topics for analyzing and visualizing text data. The final chapter allows you to apply everything you've learned in a real-world case study to extract insights from employee reviews of two major tech companies.
In this chapter, you'll learn the basics of using the bag of words method for analyzing text data.
This chapter will teach you how to visualize text data in a way that's both informative and engaging.
In this chapter, you'll learn more basic text mining techniques based on the bag of words method.
This chapter ties everything together with a case study in text mining for HR analytics.",['Text Mining with R'],"['Ted Kwartler', 'Nick Carchedi', 'Tom Jeon', 'Jeff Paadre']","[('Coffee tweets', 'https://assets.datacamp.com/production/repositories/19/datasets/27a2a8587eff17add54f4ba288e770e235ea3325/coffee.csv'), ('Chardonnay tweets', 'https://assets.datacamp.com/production/repositories/19/datasets/13ae5c66c3990397032b6428e50cc41ac6bc1ca7/chardonnay.csv'), ('Anonymous online reviews: Amazon', 'https://assets.datacamp.com/production/repositories/19/datasets/92c0a61dc0ad77799c8cd46bd6e56d9429eb5ea4/500_amzn.csv'), ('Anonymous online reviews: Google', 'https://assets.datacamp.com/production/repositories/19/datasets/c050b2c388dfe7e9a0478aa3f67dd0ba3c529d3e/500_goog.csv')]","['Introduction to R', 'Intermediate R']",https://www.datacamp.com/courses/intro-to-text-mining-bag-of-words,Case Studies,R
271,Time Series Analysis in SQL Server,5,16,60,507,"5,200",Time Series Analysis in SQL Server,"Time Series Analysis in SQL Server
SQL Server has a robust set of tools to prepare, aggregate, and query time series data. This course will show you how to build and work with dates, parse dates from strings (and deal with invalid strings), and format dates for reporting. From there, you will see how SQL Server's built-in aggregation operators and window functions can solve important business problems like calculating running totals, finding moving averages, and displaying month-over-month differences using realistic sample data sets. You will also see how taking a different perspective on your data can solve difficult problems.
This chapter covers date and time functionality in SQL Server, including building dates from component parts, formatting dates for reporting, and working with calendar tables.
Here, we'll be converting strings and other inputs to date and time data types.
In this chapter, we will learn techniques to aggregate data over time.  We will briefly review aggregation functions and statistical aggregation functions.  We will cover upsampling and downsampling of data.  Finally, we will look at the grouping operators.
In this chapter, we will learn how to use window functions to perform calculations over time, including calculating running totals and moving averages, calculating intervals, and finding the maximum levels of overlap.",[],"['Kevin Feasel', 'Mona Khalil', 'Chester Ismay']","[('Calendar', 'https://assets.datacamp.com/production/repositories/4472/datasets/5391fc5f6b8b3165066af186fca14dfe401920c0/CalendarTable.csv'), ('Day Spa Rollup', 'https://assets.datacamp.com/production/repositories/4472/datasets/66fb0b750ebb9db829469069b2fbbdd47f1e9716/DaySpaRollupTable.csv'), ('Day Spa Visit', 'https://assets.datacamp.com/production/repositories/4472/datasets/62403eef08d47d770f92f87fc0cd61fea0a1440b/DaySpaVisitTable.csv'), ('Incident Rollup', 'https://assets.datacamp.com/production/repositories/4472/datasets/b4ffce43f0c70ea3d66a0f4dfd9fffef918f346d/IncidentRollupTable.csv'), ('Incident Type', 'https://assets.datacamp.com/production/repositories/4472/datasets/4b2a284207da3fedde37cfabef9b97aed69f4800/IncidentTypeTable.csv'), ('Imported Time', 'https://assets.datacamp.com/production/repositories/4472/datasets/c838171b77873c8963d2038f9f423e48abaf430b/ImportedTimeTable.csv')]","['Intermediate SQL Server', 'Data-Driven Decision Making in SQL']",https://www.datacamp.com/courses/time-series-analysis-in-sql-server,Probability & Statistics,SQL
272,Time Series with data.table in R,4,14,52,"1,217","4,200",Time Series data.table in R,"Time Series with data.table in R
Time series data is fun, but challenging. When ordering matters, your datasets get large, and timestamp precision differences can foil your merges, building reliable data processing pipelines requires a principled approach with the right tools. Enter data.table! Its expressive syntax will make your code powerful without sacrificing readability and its support for in-place operations will make your code super fast. Learn how to master time series data in data.table with this course!
This chapter provides an overview of all the cool things that make data.table perfect for working with time series data, including its multiple column-selection options, how to modify data.tables by reference, and calling functions by taking advantage of non-standard evaluation.
Ok, so you have some time series data and you believe me that data.table is great for it. Before you can test that, you need to convert your data! In this chapter, you'll learn how to convert from popular time series data formats into data.table.
Like most other data, time series data you find in the wild are rarely suitable to directly start using in model training. In this chapter, you'll learn how to write powerful, expressive data.table code to implement a few common forms of time series feature engineering.
It's time to put it all together! In this chapter you'll consider a real-world dataset of spot metal prices from the London Metal Exchange (LME). By the end, you'll know how to write reusable functions to perform common time series feature engineering tasks and you'll have experience using those functions to build a statistical model.",[],"['James Lamb', 'Chester Ismay', 'Amy Peterson']","[('AluminumDF', 'https://assets.datacamp.com/production/repositories/2697/datasets/67928f50e5f54920ab4def5d721b085d815618c0/aluminumDF.feather'), ('CobaltDF', 'https://assets.datacamp.com/production/repositories/2697/datasets/323090e313a53345c7ec9dc7f70131a67b7994f8/cobaltDF.feather'), ('CopperDF', 'https://assets.datacamp.com/production/repositories/2697/datasets/d38498fe4a6826469b0d42ec7e0162a4eea38c9f/copperDF.feather'), ('DiagnosticDT', 'https://assets.datacamp.com/production/repositories/2697/datasets/e775f60b56a3f7df6d575ec9902697d0bd88fac9/diagnosticDT.feather'), ('DiagnosticDT2', 'https://assets.datacamp.com/production/repositories/2697/datasets/8ea94b5712d0e746c7dc5e208249c65cba25695f/diagnosticDT2.feather'), ('NickelDF', 'https://assets.datacamp.com/production/repositories/2697/datasets/1366ff50ef1a7ee4cacfc6ae78819b0b5b4e6afe/nickelDF.feather'), ('NickelXTS', 'https://assets.datacamp.com/production/repositories/2697/datasets/91957497fc6c691ac4afd601bfc52d2f0e56d455/nickelXTS.rds'), ('TinDF', 'https://assets.datacamp.com/production/repositories/2697/datasets/52b7d32368671e85013c325e2b0c37150bee41e5/tinDF.feather')]",['Data Manipulation in R with data.table'],https://www.datacamp.com/courses/time-series-with-datatable-in-r,Data Manipulation,R
273,Topic Modeling in R,4,14,49,"1,220","3,950",Topic Modeling in R,"Topic Modeling in R
This course introduces students to the areas involved in topic modeling: preparation of corpus, fitting of topic models using Latent Dirichlet Allocation algorithm (in package topicmodels), and visualizing the results using ggplot2 and wordclouds.
This chapter introduces the workflow used in topic modeling: preparation of a document-term matrix, model fitting, and visualization of results with ggplot2.
This chapter explains how to use join functions to remove or keep words in the document-term matrix, how to make wordcloud charts, and how to use some of the many control arguments.
This chapter goes into detail on how LDA topic models can be used as classifiers. It covers the importance of the Dirichlet shape parameter alpha, construction of word contexts for named entities using regex, and technical issues like corpus alignment and held-out data.
This chapter explains the basic methods used in the search for the optimal number of topics. It also covers how to use a single document as a source of data, and how topic numbering can be controlled using seed words.",[],"['Pavel Oleinikov', 'Hadrien Lacroix', 'Sascha Mayr']",[],"['Introduction to the Tidyverse', 'Text Mining: Bag of Words']",https://www.datacamp.com/courses/topic-modeling-in-r,Machine Learning,R
274,Transactions and Error Handling in SQL Server,4,14,52,80,"3,850",Transactions and Error Handling in SQL Server,"Transactions and Error Handling in SQL Server
It is critical to know how to handle errores and manage transactions when programming SQL scripts. Unhandled errores can be very harmful and can cause unexpected situations, such as inconsistent data in your database, o even worse, errors can lead you to make wrong business decisions.
In this course, you will learn how to handle errors and discover how to manage transactions in case of an error. Additionally, you will study what happens when two or more people interact at the same time with the same data. You will practice all these concepts using two datasets, one of them based on bank accounts and the other one on an electric bike store.
To begin the course, you will learn how to handle errors using the TRY...CATCH construct that provides T-SQL.  You will study the anatomy of errors, and you will learn how to use some functions that can give you information about errors.
In this chapter, you will deepen your knowledge of handling errors. You will learn how to raise errors using RAISERROR and THROW. Additionally, you will discover how to customize errors.
In this chapter, you will be introduced to the concept of transactions. You will discover how to commit and rollback them. You will finish by learning how to return the number of transactions and their state.
This chapter defines what concurrency is and how it can affect transactions. You will learn exciting concepts like dirty reads, repeatable reads, and phantom reads. To avoid or allow this reads, you will explore, one by one, the different transaction isolation levels.",[],"['Miriam Antona', 'Mona Khalil', 'Marianna Lamnina']","[('Electric bike store dataset and Bank accounts dataset', 'https://assets.datacamp.com/production/repositories/4772/datasets/bf4ec0185954908c812430ba38a1e4d6870bc35e/tehandling.sql')]",['Intro to SQL for Data Science'],https://www.datacamp.com/courses/transactions-and-error-handling-in-sql-server,Data Manipulation,SQL
